booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score,total_guest_spending_usd,price_category
27934,2019-06-29,2018-12-18,193,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,Full Board,Germany,1347,1,100.0,1,1253,5933.76,234.84,4.8,3287.76,High
27935,2019-06-29,2019-02-06,143,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board,USA,1347,1,100.0,1,1253,5984.16,238.44,4.8,3338.16,High
27936,2019-06-29,2018-12-13,198,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board + EXC,USA,1347,2,100.0,4,1253,18888.24,242.79,4.6,13596.24,High
27937,2019-06-29,2019-02-07,142,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,Full Board,Italy,1347,1,100.0,2,1253,8946.84,225.03,5.0,6300.84,High
27938,2019-06-29,2019-01-12,168,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,Spain,1347,1,100.0,1,1253,6123.74,248.41,4.6,3477.74,High
27939,2019-06-29,2019-03-04,117,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive,Spain,1347,1,100.0,1,1253,6117.3,247.95,5.0,3471.2999999999997,High
27940,2019-06-29,2019-03-03,118,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,Full Board,USA,1347,1,100.0,2,1253,9073.4,229.55,4.8,6427.400000000001,High
27941,2019-06-29,2019-01-24,156,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,Full Board,Germany,1347,2,100.0,4,1253,18518.08,236.18,4.6,13226.08,High
27942,2019-06-29,2019-03-15,106,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive + EXC,USA,1347,1,100.0,1,1253,5794.88,224.92,5.0,3148.8799999999997,High
27943,2019-06-29,2019-04-05,85,14,Queen Mary 2,Cunard Line,Transatlantic,Suite,Web,All Inclusive,USA,1347,1,100.0,1,1253,5675.18,216.37,4.9,3029.1800000000003,High
27944,2019-06-29,2019-02-15,134,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,All Inclusive + EXC,France,1347,2,100.0,2,1253,11618.32,225.94,5.0,6326.32,High
27945,2019-06-29,2018-11-25,216,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,All Inclusive,Germany,1347,1,100.0,1,1253,5860.26,229.59,4.9,3214.26,High
27946,2019-06-29,2019-02-20,129,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Germany,2732,1,100.0,1,1500,2594.8,135.35,4.3,1082.8,Medium
27947,2019-06-29,2019-03-09,112,8,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,Germany,2732,1,100.0,1,1500,2699.92,148.49,4.3,1187.92,Medium
27948,2019-06-29,2019-03-08,113,8,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,Germany,2732,1,100.0,1,1500,2518.16,125.77,4.1,1006.16,Low
27949,2019-06-29,2019-02-16,133,8,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Germany,2732,1,100.0,1,1500,2614.4,137.8,4.3,1102.4,Medium
27950,2019-06-29,2019-02-28,121,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive + EXC,Italy,2732,1,100.0,1,1500,2670.56,144.82,4.3,1158.56,Medium
27951,2019-06-29,2018-12-28,183,8,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,USA,2732,1,100.0,1,1500,2507.04,124.38,4.3,995.04,Low
27952,2019-06-29,2019-03-05,116,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,Spain,2732,1,100.0,1,1500,2565.6,131.7,4.5,1053.6,Low
27953,2019-06-29,2019-01-20,160,8,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,Full Board + EXC,Italy,2732,1,100.0,2,1500,3633.76,132.61,4.0,2121.76,Medium
27954,2019-06-29,2019-02-13,136,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board + EXC,Canada,2732,1,100.0,1,1500,2621.6,138.7,4.4,1109.6,Medium
27955,2019-06-29,2019-04-05,85,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,USA,2732,1,100.0,2,1500,3612.0,131.25,4.3,2100.0,Medium
27956,2019-06-29,2019-03-04,117,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,UK,2732,1,100.0,2,1500,3669.12,134.82,4.4,2157.12,Medium
27957,2019-06-29,2019-03-16,105,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board + EXC,USA,2732,1,100.0,2,1500,3702.24,136.89,4.3,2190.24,Medium
27958,2019-06-29,2019-04-01,89,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,Full Board,USA,2732,1,100.0,2,1500,3572.8,128.8,4.2,2060.8,Medium
27959,2019-06-29,2019-01-19,161,8,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,Canada,2732,1,100.0,2,1500,3793.44,142.59,4.4,2281.44,Medium
27960,2019-06-29,2019-01-18,162,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,UK,2732,2,100.0,2,1500,5229.12,137.82,4.3,2205.12,High
27961,2019-06-30,2019-03-02,120,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board,Spain,2626,1,94.02,1,2138,2559.48,176.64,4.6,1236.48,Low
27962,2019-06-30,2019-04-14,77,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,Full Board + EXC,Germany,2626,1,94.02,1,2138,2478.07,165.01,4.4,1155.07,Low
27963,2019-06-30,2019-01-09,172,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,All Inclusive + EXC,Italy,2626,1,94.02,2,2138,3782.24,175.66,4.5,2459.24,Medium
27964,2019-06-30,2019-01-14,167,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Web,All Inclusive + EXC,USA,2626,1,94.02,3,2138,5305.44,189.64,4.3,3982.44,High
27965,2019-06-30,2019-01-28,153,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Direct,Full Board,UK,2626,1,94.02,1,2138,2495.29,167.47,4.4,1172.29,Low
27966,2019-06-30,2018-11-19,223,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2626,1,94.02,1,2138,2523.85,171.55,4.4,1200.8500000000001,Low
27967,2019-06-30,2019-01-27,154,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive + EXC,Canada,2626,1,94.02,2,2138,3829.0,179.0,4.3,2506.0,Medium
27968,2019-06-30,2019-04-27,64,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,All Inclusive,Germany,2626,2,94.02,2,2138,4802.98,154.07,4.2,2156.98,High
27969,2019-06-30,2019-02-20,130,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,All Inclusive + EXC,Germany,2626,1,94.02,2,2138,3684.8,168.7,4.4,2361.7999999999997,Medium
27970,2019-06-30,2019-03-31,91,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Germany,2626,1,94.02,1,2138,2545.83,174.69,4.5,1222.83,Low
27971,2019-06-30,2019-03-26,96,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive + EXC,Mexico,2626,1,94.02,1,2138,2588.18,180.74,4.6,1265.18,Low
27972,2019-06-30,2019-02-21,129,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,USA,2626,1,94.02,2,2138,3834.04,179.36,4.4,2511.04,Medium
27973,2019-06-30,2019-03-30,92,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,USA,2626,1,94.02,1,2138,2502.57,168.51,4.6,1179.57,Low
27974,2019-06-30,2019-03-05,117,7,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,Full Board,Germany,2626,1,94.02,2,2138,3805.2,177.3,4.6,2482.2000000000003,Medium
27975,2019-06-30,2019-04-11,80,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,USA,2626,1,94.02,1,2138,2589.51,180.93,4.6,1266.51,Low
27976,2019-06-30,2019-02-06,144,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,Full Board,USA,2805,1,100.0,1,2350,1985.65,208.13,4.8,1040.65,Low
27977,2019-06-30,2019-01-16,165,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,Mexico,2805,2,100.0,2,2350,3895.4,200.54,4.9,2005.3999999999999,Medium
27978,2019-06-30,2019-02-13,137,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive + EXC,Canada,2805,1,100.0,1,2350,1928.15,196.63,4.8,983.15,Low
27979,2019-06-30,2019-02-18,132,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,USA,2805,1,100.0,1,2350,1964.7,203.94,4.8,1019.7,Low
27980,2019-06-30,2019-03-26,96,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,UK,2805,2,100.0,2,2350,3823.4,193.34,4.6,1933.4,Medium
27981,2019-06-30,2018-12-01,211,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,USA,2805,1,100.0,2,2350,2909.1,196.41,4.5,1964.1,Medium
27982,2019-06-30,2019-02-26,124,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board,UK,2805,1,100.0,2,2350,3014.7,206.97,4.6,2069.7,Medium
27983,2019-06-30,2019-01-25,156,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board,USA,2805,1,100.0,1,2350,1952.35,201.47,4.8,1007.35,Low
27984,2019-06-30,2019-03-14,108,5,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Direct,All Inclusive,UK,2805,1,100.0,2,2350,2962.5,201.75,4.7,2017.5,Medium
27985,2019-06-30,2019-03-21,101,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board,France,2805,2,100.0,2,2350,3798.2,190.82,4.7,1908.1999999999998,Medium
27986,2019-06-30,2019-04-13,78,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board,Spain,2805,2,100.0,2,2350,4030.5,214.05,4.6,2140.5,Medium
27987,2019-06-30,2019-02-02,148,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board + EXC,UK,2805,1,100.0,1,2350,1980.0,207.0,4.9,1035.0,Low
27988,2019-06-30,2019-04-18,73,5,Icon of the Seas,Royal Caribbean,Caribbean,Suite,B2B,All Inclusive,France,2805,1,100.0,1,2350,2001.9,211.38,4.9,1056.9,Low
27989,2019-06-30,2019-02-01,149,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Direct,Full Board,USA,2805,1,100.0,2,2350,3010.3,206.53,4.7,2065.3,Medium
27990,2019-06-30,2019-02-24,126,5,Icon of the Seas,Royal Caribbean,Caribbean,Suite,B2B,All Inclusive,UK,2805,1,100.0,2,2350,3033.4,208.84,4.9,2088.4,Medium
27991,2019-06-30,2018-12-30,182,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Canada,1643,1,100.0,1,1388,3278.9,138.89,4.4,1388.8999999999999,Medium
27992,2019-06-30,2019-03-09,113,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,UK,1643,1,100.0,2,1388,4722.8,141.64,4.7,2832.7999999999997,High
27993,2019-06-30,2019-02-13,137,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Spain,1643,1,100.0,2,1388,4846.4,147.82,4.5,2956.3999999999996,High
27994,2019-06-30,2019-02-16,134,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Spain,1643,1,100.0,2,1388,4808.8,145.94,4.5,2918.8,High
27995,2019-06-30,2019-04-10,81,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,Italy,1643,2,100.0,4,1388,9969.2,154.73,4.4,6189.2,High
27996,2019-06-30,2019-02-16,134,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,100.0,1,1388,3384.0,149.4,4.3,1494.0,Medium
27997,2019-06-30,2019-02-07,143,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,Full Board,USA,1643,1,100.0,2,1388,4700.8,140.54,4.4,2810.7999999999997,High
27998,2019-06-30,2019-04-16,75,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board + EXC,France,1643,1,100.0,2,1388,4932.4,152.12,4.6,3042.4,High
27999,2019-06-30,2019-02-17,133,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive + EXC,UK,1643,2,100.0,4,1388,10010.4,155.76,4.5,6230.4,High
28000,2019-06-30,2018-12-13,199,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,Full Board,Germany,1643,1,100.0,1,1388,3327.5,143.75,4.4,1437.5,Medium
28001,2019-06-30,2018-11-07,235,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,Mexico,1643,1,100.0,2,1388,5056.2,158.31,4.6,3166.2,High
28002,2019-06-30,2019-02-01,149,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,Full Board,USA,1643,1,100.0,1,1388,3443.3,155.33,4.3,1553.3000000000002,Medium
28003,2019-06-30,2019-02-23,127,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,USA,1643,2,100.0,4,1388,10229.2,161.23,4.7,6449.2,High
28004,2019-06-30,2019-03-13,109,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Spain,1643,1,100.0,1,1388,3322.8,143.28,4.5,1432.8,Medium
28005,2019-06-30,2019-03-01,121,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board,Italy,1643,1,100.0,1,1388,3354.0,146.4,4.5,1464.0,Medium
28006,2019-06-30,2019-03-02,120,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,Spain,1250,2,87.97,2,1458,2341.92,201.32,4.8,1207.92,Low
28007,2019-06-30,2019-02-26,124,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,Italy,1250,1,87.97,2,1458,1789.38,203.73,4.9,1222.3799999999999,Low
28008,2019-06-30,2019-02-21,129,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board + EXC,Mexico,1250,1,87.97,2,1458,1938.24,228.54,5.0,1371.24,Low
28009,2019-06-30,2019-02-08,142,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Germany,1250,1,87.97,2,1458,1843.2,212.7,5.0,1276.1999999999998,Low
28010,2019-06-30,2019-02-07,143,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive + EXC,USA,1250,2,87.97,2,1458,2425.08,215.18,4.6,1291.08,Low
28011,2019-06-30,2019-02-06,144,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,87.97,2,1458,1893.0,221.0,4.5,1326.0,Low
28012,2019-06-30,2019-06-02,28,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,USA,1250,2,87.97,2,1458,2509.56,229.26,4.8,1375.56,Low
28013,2019-06-30,2019-03-17,105,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,Direct,All Inclusive,Spain,1250,1,87.97,1,1458,1240.38,224.46,5.0,673.38,Low
28014,2019-06-30,2019-01-19,162,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive,USA,1250,2,87.97,4,1458,3782.4,220.7,4.8,2648.3999999999996,Medium
28015,2019-06-30,2019-03-06,116,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,Spain,1250,1,87.97,1,1458,1249.59,227.53,5.0,682.59,Low
28016,2019-06-30,2019-03-20,102,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board + EXC,USA,1250,1,87.97,1,1458,1218.75,217.25,4.9,651.75,Low
28017,2019-06-30,2019-01-25,156,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,USA,1250,1,87.97,1,1458,1250.73,227.91,4.9,683.73,Low
28018,2019-06-30,2019-03-03,119,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,Germany,1250,1,87.97,1,1458,1180.71,204.57,4.9,613.71,Low
28019,2019-06-30,2019-02-09,141,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board,Germany,1250,1,87.97,2,1458,1848.12,213.52,5.0,1281.1200000000001,Low
28020,2019-06-30,2019-02-15,135,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,UK,1250,1,87.97,1,1458,1228.92,220.64,5.0,661.92,Low
28021,2019-06-30,2019-02-06,144,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,All Inclusive,USA,2612,1,97.77,1,1688,2330.3,143.9,4.1,1007.3000000000001,Low
28022,2019-06-30,2019-02-21,129,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive,USA,2612,2,97.77,4,1688,6877.36,151.12,4.4,4231.360000000001,High
28023,2019-06-30,2019-03-19,103,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board + EXC,Germany,2612,2,97.77,2,1688,4556.02,136.43,3.9,1910.02,High
28024,2019-06-30,2019-01-26,155,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,USA,2612,2,97.77,4,1688,6858.32,150.44,4.4,4212.32,High
28025,2019-06-30,2019-01-06,175,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2612,2,97.77,4,1688,6618.08,141.86,4.1,3972.0800000000004,High
28026,2019-06-30,2019-02-21,129,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board + EXC,Germany,2612,1,97.77,1,1688,2400.58,153.94,4.2,1077.58,Low
28027,2019-06-30,2019-03-19,103,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,UK,2612,2,97.77,2,1688,4520.32,133.88,4.1,1874.32,High
28028,2019-06-30,2018-12-26,186,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board,Spain,2612,1,97.77,1,1688,2359.91,148.13,4.1,1036.9099999999999,Low
28029,2019-06-30,2019-03-04,118,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,Germany,2612,1,97.77,1,1688,2317.21,142.03,4.3,994.21,Low
28030,2019-06-30,2019-02-02,148,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive + EXC,Germany,2612,1,97.77,1,1688,2399.53,153.79,4.0,1076.53,Low
28031,2019-06-30,2019-01-21,160,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board + EXC,UK,2612,2,97.77,4,1688,6941.76,153.42,4.3,4295.759999999999,High
28032,2019-06-30,2019-01-12,169,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,USA,2612,1,97.77,2,1688,3353.84,145.06,4.0,2030.8400000000001,Medium
28033,2019-06-30,2019-03-05,117,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,All Inclusive,Canada,2612,1,97.77,2,1688,3505.32,155.88,4.1,2182.3199999999997,Medium
28034,2019-06-30,2019-02-23,127,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,Italy,2612,1,97.77,1,1688,2393.02,152.86,4.3,1070.02,Low
28035,2019-06-30,2019-01-24,157,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,All Inclusive,UK,2612,1,97.77,2,1688,3469.34,153.31,4.3,2146.34,Medium
28036,2019-06-30,2019-02-17,133,12,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive + EXC,Canada,1646,1,97.57,1,1416,4360.44,174.37,5.0,2092.44,High
28037,2019-06-30,2018-11-26,216,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,USA,1646,1,97.57,2,1416,6936.0,194.5,4.6,4668.0,High
28038,2019-06-30,2019-03-18,104,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,Spain,1646,2,97.57,2,1416,8791.2,177.3,4.7,4255.200000000001,High
28039,2019-06-30,2019-02-03,147,12,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,UK,1646,2,97.57,2,1416,8745.12,175.38,4.7,4209.12,High
28040,2019-06-30,2019-03-24,98,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Mexico,1646,1,97.57,2,1416,6424.8,173.2,4.6,4156.799999999999,High
28041,2019-06-30,2019-01-22,159,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,1,97.57,2,1416,6729.36,185.89,4.8,4461.36,High
28042,2019-06-30,2019-02-26,124,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive + EXC,Spain,1646,1,97.57,1,1416,4413.36,178.78,4.6,2145.36,High
28043,2019-06-30,2019-03-24,98,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive + EXC,Germany,1646,2,97.57,6,1416,17461.44,179.52,4.6,12925.440000000002,High
28044,2019-06-30,2019-02-25,125,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,Italy,1646,1,97.57,1,1416,4563.36,191.28,4.6,2295.36,High
28045,2019-06-30,2019-03-02,120,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Spain,1646,1,97.57,1,1416,4350.6,173.55,4.6,2082.6000000000004,High
28046,2019-06-30,2019-01-30,151,12,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,All Inclusive,Spain,1646,2,97.57,4,1416,13094.4,178.3,4.6,8558.400000000001,High
28047,2019-06-30,2019-01-12,169,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,France,1646,1,97.57,2,1416,6611.52,180.98,4.4,4343.5199999999995,High
28048,2019-06-30,2019-01-25,156,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive + EXC,Mexico,1646,1,97.57,1,1416,4371.12,175.26,4.7,2103.12,High
28049,2019-06-30,2019-02-12,138,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,Spain,1646,1,97.57,1,1416,4278.72,167.56,4.8,2010.72,High
28050,2019-06-30,2019-03-02,120,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,USA,1646,1,97.57,2,1416,6690.24,184.26,5.0,4422.24,High
28051,2019-06-30,2019-01-16,165,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive + EXC,Spain,1347,1,94.78,2,1253,7641.84,223.91,5.0,5373.84,High
28052,2019-06-30,2019-02-16,134,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board + EXC,USA,1347,1,94.78,2,1253,8141.28,244.72,4.7,5873.28,High
28053,2019-06-30,2019-03-22,100,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,UK,1347,1,94.78,1,1253,5089.2,235.1,4.7,2821.2,High
28054,2019-06-30,2019-03-12,110,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board,USA,1347,1,94.78,2,1253,7597.2,222.05,4.8,5329.200000000001,High
28055,2019-06-30,2019-01-16,165,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board + EXC,Canada,1347,1,94.78,2,1253,7801.44,230.56,4.9,5533.4400000000005,High
28056,2019-06-30,2019-01-28,153,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Germany,1347,1,94.78,2,1253,7711.92,226.83,5.0,5443.92,High
28057,2019-06-30,2019-01-27,154,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,Full Board,Mexico,1347,1,94.78,1,1253,4862.88,216.24,5.0,2594.88,High
28058,2019-06-30,2019-01-09,172,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,Full Board,USA,1347,1,94.78,1,1253,4946.64,223.22,4.5,2678.64,High
28059,2019-06-30,2019-01-29,152,12,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,Germany,1347,1,94.78,1,1253,5065.8,233.15,4.7,2797.8,High
28060,2019-06-30,2019-03-07,115,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive,Germany,1347,1,94.78,1,1253,4938.0,222.5,4.9,2670.0,High
28061,2019-06-30,2019-03-04,118,12,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,Spain,1347,1,94.78,1,1253,5020.44,229.37,4.9,2752.44,High
28062,2019-06-30,2019-01-12,169,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board,UK,1347,1,94.78,1,1253,4990.08,226.84,4.9,2722.08,High
28063,2019-06-30,2019-01-28,153,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,Full Board + EXC,Spain,1347,1,94.78,1,1253,5146.08,239.84,4.7,2878.08,High
28064,2019-06-30,2019-03-08,114,12,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,USA,1347,1,94.78,2,1253,7993.44,238.56,4.6,5725.4400000000005,High
28065,2019-06-30,2019-03-07,115,12,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,USA,1347,2,94.78,4,1253,15818.4,235.05,4.7,11282.400000000001,High
28066,2019-06-30,2019-02-15,135,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,Full Board + EXC,USA,2732,1,100.0,1,1500,2357.32,147.76,4.4,1034.32,Low
28067,2019-06-30,2019-02-12,138,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,USA,2732,1,100.0,2,1500,3327.1,143.15,4.1,2004.1000000000001,Medium
28068,2019-06-30,2019-03-04,118,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,All Inclusive + EXC,USA,2732,2,100.0,2,1500,4604.32,139.88,4.2,1958.32,High
28069,2019-06-30,2019-01-26,155,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,USA,2732,2,100.0,4,1500,6513.92,138.14,4.1,3867.9199999999996,High
28070,2019-06-30,2019-01-31,150,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,Full Board + EXC,Germany,2732,1,100.0,1,1500,2307.55,140.65,4.5,984.5500000000001,Low
28071,2019-06-30,2019-01-15,166,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,USA,2732,2,100.0,2,1500,4511.64,133.26,4.4,1865.6399999999999,High
