booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score
45107,2020-05-29,2020-04-03,56,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,Full Board,France,2732,2,95.99,2,1500,3045.7,124.57,4.1
45108,2020-05-29,2020-02-08,111,5,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,Full Board + EXC,Mexico,2732,1,95.99,2,1500,2147.4,124.74,4.1
45109,2020-05-29,2020-01-31,119,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Mexico,2732,1,95.99,1,1500,1563.75,132.75,4.4
45110,2020-05-29,2020-03-05,85,5,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive + EXC,Mexico,2732,1,95.99,2,1500,2304.2,140.42,4.3
45111,2020-05-29,2020-03-08,82,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Italy,2732,1,95.99,1,1500,1604.4,140.88,4.3
45112,2020-05-29,2020-02-28,91,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,UK,2732,2,95.99,2,1500,3175.6,137.56,4.4
45113,2020-05-29,2020-03-30,60,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,USA,2732,1,95.99,1,1500,1514.7,122.94,4.3
45114,2020-05-29,2020-01-29,121,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,Canada,2732,1,95.99,2,1500,2290.6,139.06,4.2
45115,2020-05-29,2020-01-29,121,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Italy,2732,1,95.99,2,1500,2143.4,124.34,4.5
45116,2020-05-29,2020-03-06,84,5,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,All Inclusive,Germany,2732,1,95.99,1,1500,1511.65,122.33,4.3
45117,2020-05-29,2020-02-29,90,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,USA,2732,1,95.99,1,1500,1527.45,125.49,4.3
45118,2020-05-29,2020-02-02,117,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,USA,2732,1,95.99,1,1500,1492.85,118.57,4.4
45119,2020-05-29,2020-01-26,124,5,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,Italy,2732,2,95.99,4,1500,4274.8,123.74,4.1
45120,2020-05-29,2019-11-24,187,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Germany,2732,2,95.99,2,1500,3188.0,138.8,4.3
45121,2020-05-30,2020-03-09,82,6,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,Full Board,Germany,2626,1,92.89,3,2138,4077.54,166.53,4.5
45122,2020-05-30,2020-05-02,28,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,UK,2626,1,92.89,2,2138,3241.92,180.16,4.6
45123,2020-05-30,2020-01-13,138,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,Germany,2626,1,92.89,2,2138,3015.48,161.29,4.5
45124,2020-05-30,2020-02-28,92,6,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,All Inclusive,USA,2626,2,92.89,2,2138,3967.8,150.65,4.7
45125,2020-05-30,2020-03-16,75,6,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,UK,2626,1,92.89,2,2138,3075.72,166.31,4.4
45126,2020-05-30,2020-04-07,53,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,UK,2626,1,92.89,2,2138,2928.96,154.08,4.6
45127,2020-05-30,2020-02-15,105,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,UK,2626,1,92.89,2,2138,2982.6,158.55,4.6
45128,2020-05-30,2020-02-01,119,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,Full Board,USA,2626,1,92.89,2,2138,2972.4,157.7,4.4
45129,2020-05-30,2020-03-16,75,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,Germany,2626,2,92.89,2,2138,4132.68,164.39,4.7
45130,2020-05-30,2020-02-17,103,6,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Web,All Inclusive,Spain,2626,1,92.89,2,2138,3146.16,172.18,4.4
45131,2020-05-30,2020-03-23,68,6,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,Germany,2626,2,92.89,4,2138,6217.44,169.06,4.7
45132,2020-05-30,2020-03-20,71,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive + EXC,UK,2626,1,92.89,2,2138,3210.96,177.58,4.6
45133,2020-05-30,2020-03-04,87,6,MSC World Europa,MSC Cruceros,Mediterranean,Suite,B2B,All Inclusive,UK,2626,1,92.89,2,2138,3075.24,166.27,4.6
45134,2020-05-30,2020-01-16,135,6,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,USA,2626,1,92.89,1,2138,2047.44,161.24,4.7
45135,2020-05-30,2020-02-19,101,6,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,Full Board + EXC,Germany,2626,2,92.89,4,2138,6130.8,165.45,4.5
45136,2020-05-30,2020-03-14,77,6,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Web,Full Board,UK,2805,1,86.77,1,2350,2267.58,197.93,4.8
45137,2020-05-30,2020-03-16,75,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,1,86.77,2,2350,3280.68,183.39,4.9
45138,2020-05-30,2020-04-22,38,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board,Germany,2805,1,86.77,1,2350,2236.44,192.74,4.9
45139,2020-05-30,2020-03-08,83,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive,USA,2805,1,86.77,1,2350,2234.58,192.43,5.0
45140,2020-05-30,2020-04-27,33,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive + EXC,Spain,2805,1,86.77,1,2350,2210.76,188.46,5.0
45141,2020-05-30,2020-04-12,48,6,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,Spain,2805,1,86.77,2,2350,3377.04,191.42,4.8
45142,2020-05-30,2020-04-09,51,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Direct,All Inclusive,USA,2805,1,86.77,1,2350,2234.34,192.39,4.9
45143,2020-05-30,2020-02-29,91,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,1,86.77,1,2350,2192.46,185.41,5.0
45144,2020-05-30,2020-01-27,124,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,Italy,2805,2,86.77,4,2350,6424.8,177.7,4.9
45145,2020-05-30,2020-01-28,123,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,All Inclusive + EXC,Spain,2805,1,86.77,2,2350,3464.04,198.67,4.7
45146,2020-05-30,2020-03-16,75,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,USA,2805,1,86.77,1,2350,2249.04,194.84,4.7
45147,2020-05-30,2020-03-27,64,6,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board,Spain,2805,1,86.77,1,2350,2312.7,205.45,4.9
45148,2020-05-30,2020-02-21,99,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive + EXC,Italy,2805,1,86.77,2,2350,3407.28,193.94,4.7
45149,2020-05-30,2020-03-15,76,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,UK,2805,1,86.77,1,2350,2134.74,175.79,5.0
45150,2020-05-30,2020-03-13,78,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive + EXC,USA,2805,1,86.77,1,2350,2205.18,187.53,4.8
45151,2020-05-30,2020-03-31,60,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,Full Board + EXC,France,1643,1,97.51,2,1388,4022.1,133.45,4.5
45152,2020-05-30,2020-03-11,80,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,UK,1643,1,97.51,2,1388,4053.96,135.22,4.4
45153,2020-05-30,2019-12-19,163,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,USA,1643,1,97.51,2,1388,4197.78,143.21,4.5
45154,2020-05-30,2020-03-29,62,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive,Germany,1643,1,97.51,1,1388,2933.19,145.91,4.5
45155,2020-05-30,2020-04-07,53,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive + EXC,Canada,1643,2,97.51,2,1388,5850.18,145.01,4.6
45156,2020-05-30,2020-03-23,68,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,USA,1643,2,97.51,2,1388,5958.18,151.01,4.7
45157,2020-05-30,2020-04-22,38,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,Germany,1643,1,97.51,2,1388,4089.96,137.22,4.4
45158,2020-05-30,2020-03-28,63,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive,UK,1643,1,97.51,2,1388,4324.86,150.27,4.7
45159,2020-05-30,2020-03-11,80,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Spain,1643,1,97.51,1,1388,2992.32,152.48,4.5
45160,2020-05-30,2020-03-01,90,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,All Inclusive + EXC,France,1643,2,97.51,2,1388,6000.3,153.35,4.4
45161,2020-05-30,2020-03-28,63,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive,USA,1643,1,97.51,2,1388,4231.98,145.11,4.5
45162,2020-05-30,2020-02-04,116,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,Spain,1643,1,97.51,2,1388,4239.36,145.52,4.7
45163,2020-05-30,2020-03-27,64,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive + EXC,Spain,1643,1,97.51,2,1388,4213.26,144.07,4.3
45164,2020-05-30,2020-02-26,94,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive + EXC,Canada,1643,1,97.51,1,1388,2926.53,145.17,4.7
45165,2020-05-30,2020-05-25,5,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,USA,1643,1,97.51,2,1388,4207.32,143.74,4.5
45166,2020-05-30,2020-02-18,102,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,Spain,1250,1,97.06,1,1458,1131.3,197.1,5.0
45167,2020-05-30,2020-05-25,5,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,USA,1250,1,97.06,2,1458,1788.72,208.12,5.0
45168,2020-05-30,2020-02-02,118,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,USA,1250,1,97.06,1,1458,1136.76,198.92,5.0
45169,2020-05-30,2020-03-18,73,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive + EXC,USA,1250,1,97.06,2,1458,1815.24,212.54,4.8
45170,2020-05-30,2020-03-25,66,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,All Inclusive,UK,1250,1,97.06,1,1458,1203.84,221.28,5.0
45171,2020-05-30,2020-03-03,88,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,UK,1250,1,97.06,1,1458,1200.93,220.31,4.8
45172,2020-05-30,2020-02-16,104,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,USA,1250,1,97.06,2,1458,1723.32,197.22,5.0
45173,2020-05-30,2019-12-26,156,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board + EXC,Canada,1250,1,97.06,2,1458,1806.24,211.04,4.7
45174,2020-05-30,2020-02-13,107,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board + EXC,USA,1250,1,97.06,1,1458,1171.71,210.57,4.6
45175,2020-05-30,2020-04-12,48,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,97.06,1,1458,1148.49,202.83,5.0
45176,2020-05-30,2020-04-02,58,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive,Italy,1250,2,97.06,2,1458,2393.4,218.9,5.0
45177,2020-05-30,2020-04-26,34,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Spain,1250,1,97.06,1,1458,1163.88,207.96,5.0
45178,2020-05-30,2020-03-02,89,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive,France,1250,1,97.06,2,1458,1769.94,204.99,5.0
45179,2020-05-30,2020-02-09,111,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,Canada,1250,1,97.06,1,1458,1191.75,217.25,5.0
45180,2020-05-30,2020-03-02,89,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive + EXC,USA,1250,1,97.06,2,1458,1874.82,222.47,4.9
45181,2020-05-30,2020-01-21,130,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board + EXC,Mexico,2612,1,95.61,2,1688,3266.34,143.31,4.4
45182,2020-05-30,2020-02-09,111,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,All Inclusive,Spain,2612,1,95.61,1,1688,2283.12,146.16,4.1
45183,2020-05-30,2020-05-25,5,7,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Direct,All Inclusive + EXC,Spain,2612,1,95.61,2,1688,3170.58,136.47,4.1
45184,2020-05-30,2020-03-24,67,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,Spain,2612,1,95.61,1,1688,2231.18,138.74,4.4
45185,2020-05-30,2020-02-15,105,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,All Inclusive,Spain,2612,1,95.61,1,1688,2285.92,146.56,4.2
45186,2020-05-30,2020-04-09,51,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,Spain,2612,1,95.61,1,1688,2225.58,137.94,4.1
45187,2020-05-30,2020-05-12,18,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive,USA,2612,1,95.61,2,1688,3229.38,140.67,4.2
45188,2020-05-30,2020-03-14,77,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,Spain,2612,1,95.61,2,1688,3036.88,126.92,4.2
45189,2020-05-30,2020-04-08,52,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,Spain,2612,1,95.61,2,1688,3196.76,138.34,4.3
45190,2020-05-30,2020-02-21,99,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Mexico,2612,1,95.61,2,1688,3074.26,129.59,4.5
45191,2020-05-30,2020-04-19,41,7,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Direct,All Inclusive,USA,2612,1,95.61,2,1688,3294.62,145.33,4.2
45192,2020-05-30,2020-04-28,32,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,USA,2612,1,95.61,2,1688,3073.0,129.5,4.3
45193,2020-05-30,2020-02-03,117,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,Germany,2612,1,95.61,2,1688,3256.12,142.58,4.3
45194,2020-05-30,2020-01-21,130,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,Germany,2612,2,95.61,2,1688,4625.04,150.36,4.3
45195,2020-05-30,2020-03-18,73,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,Italy,2612,1,95.61,2,1688,3282.3,144.45,4.1
45196,2020-05-30,2020-03-26,65,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive + EXC,UK,1646,1,98.85,2,1416,6381.36,175.89,4.8
45197,2020-05-30,2020-02-16,104,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,1,98.85,2,1416,6307.2,172.8,4.7
45198,2020-05-30,2020-03-23,68,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,Full Board,Germany,1646,2,98.85,4,1416,12775.2,176.15,4.8
45199,2020-05-30,2020-02-21,99,12,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,Full Board,Spain,1646,1,98.85,1,1416,4585.92,202.16,4.6
45200,2020-05-30,2020-02-29,91,12,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive,Canada,1646,1,98.85,2,1416,6426.48,177.77,4.6
45201,2020-05-30,2020-02-22,98,12,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,Germany,1646,1,98.85,1,1416,4173.96,167.83,4.8
45202,2020-05-30,2020-01-31,120,12,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board,Germany,1646,1,98.85,2,1416,6460.08,179.17,4.9
45203,2020-05-30,2020-02-13,107,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,UK,1646,1,98.85,2,1416,6294.48,172.27,4.8
45204,2020-05-30,2020-01-16,135,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive + EXC,USA,1646,1,98.85,1,1416,4367.76,183.98,4.7
45205,2020-05-30,2020-04-21,39,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,UK,1646,1,98.85,2,1416,6509.04,181.21,4.7
45206,2020-05-30,2020-03-03,88,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,Italy,1646,1,98.85,2,1416,6745.44,191.06,4.6
45207,2020-05-30,2020-03-08,83,12,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,Full Board,USA,1646,2,98.85,2,1416,8808.72,187.03,4.6
45208,2020-05-30,2020-03-09,82,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,Germany,1646,1,98.85,2,1416,6367.44,175.31,4.6
45209,2020-05-30,2020-02-05,115,12,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,France,1646,1,98.85,2,1416,6149.76,166.24,4.9
45210,2020-05-30,2020-04-02,58,12,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,UK,1646,1,98.85,1,1416,4268.64,175.72,4.7
45211,2020-05-30,2020-03-01,90,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive,Spain,1347,1,93.59,1,1253,4706.13,182.01,4.8
45212,2020-05-30,2020-02-15,105,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,USA,1347,1,93.59,1,1253,5326.36,229.72,4.8
45213,2020-05-30,2020-02-22,98,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,Italy,1347,1,93.59,2,1253,7894.64,213.64,4.8
45214,2020-05-30,2020-01-31,120,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,Full Board,Germany,1347,1,93.59,1,1253,5135.78,215.06,4.8
45215,2020-05-30,2020-02-24,96,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,UK,1347,1,93.59,2,1253,8205.34,225.59,4.7
45216,2020-05-30,2020-01-18,133,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,All Inclusive + EXC,Spain,1347,1,93.59,2,1253,8212.88,225.88,4.8
45217,2020-05-30,2020-03-28,63,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,USA,1347,1,93.59,2,1253,8244.6,227.1,4.7
45218,2020-05-30,2020-04-11,49,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board + EXC,USA,1347,2,93.59,2,1253,9646.52,191.02,4.9
45219,2020-05-30,2020-04-04,56,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,Spain,1347,1,93.59,1,1253,5296.72,227.44,5.0
45220,2020-05-30,2020-02-01,119,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,UK,1347,1,93.59,1,1253,5399.55,235.35,4.8
45221,2020-05-30,2020-02-23,97,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,Full Board,UK,1347,1,93.59,1,1253,5211.44,220.88,4.9
45222,2020-05-30,2020-01-31,120,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,All Inclusive,USA,1347,2,93.59,4,1253,16706.56,231.28,4.8
45223,2020-05-30,2020-03-13,78,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,USA,1347,1,93.59,1,1253,5093.27,211.79,4.7
45224,2020-05-30,2019-12-28,154,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board,USA,1347,1,93.59,1,1253,5107.7,212.9,4.9
45225,2020-05-30,2020-01-14,137,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive + EXC,USA,1347,1,93.59,2,1253,7966.14,216.39,4.9
45226,2020-05-30,2020-01-17,134,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,France,2732,1,96.9,2,1500,2597.04,126.42,4.3
45227,2020-05-30,2020-03-31,60,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board + EXC,USA,2732,1,96.9,1,1500,1842.96,127.16,4.4
45228,2020-05-30,2020-04-22,38,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,All Inclusive,USA,2732,1,96.9,2,1500,2799.36,143.28,4.2
45229,2020-05-30,2020-04-27,33,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Germany,2732,1,96.9,1,1500,1855.32,129.22,4.5
45230,2020-05-30,2020-02-22,98,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,Full Board + EXC,Germany,2732,1,96.9,1,1500,1809.54,121.59,4.3
45231,2020-05-30,2020-01-14,137,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Italy,2732,1,96.9,1,1500,1831.68,125.28,4.0
45232,2020-05-30,2020-02-04,116,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Mexico,2732,2,96.9,2,1500,3738.0,131.5,4.2
45233,2020-05-30,2020-02-06,114,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,USA,2732,1,96.9,2,1500,2468.64,115.72,4.4
45234,2020-05-30,2020-05-25,5,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,Canada,2732,2,96.9,2,1500,3767.64,133.97,4.6
45235,2020-05-30,2020-02-12,108,6,AIDAcosma,AIDA Cruises,Canarias,Suite,Direct,All Inclusive,Germany,2732,1,96.9,1,1500,1890.78,135.13,4.2
45236,2020-05-30,2020-02-01,119,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive + EXC,UK,2732,1,96.9,1,1500,1859.58,129.93,4.4
45237,2020-05-30,2020-02-28,92,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,USA,2732,1,96.9,1,1500,1853.28,128.88,4.2
45238,2020-05-30,2020-03-22,69,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,USA,2732,1,96.9,2,1500,2625.84,128.82,4.5
45239,2020-05-30,2020-02-14,106,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive + EXC,Germany,2732,1,96.9,1,1500,1862.7,130.45,4.3
45240,2020-05-30,2020-02-03,117,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,UK,2732,2,96.9,4,1500,5264.64,129.36,4.3
45241,2020-05-31,2020-02-14,107,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,Full Board,USA,2626,1,100.0,1,2138,2763.44,165.43,4.5
45242,2020-05-31,2020-03-13,79,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,All Inclusive,Germany,2626,2,100.0,2,2138,5677.28,174.83,4.5
45243,2020-05-31,2020-02-19,102,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,All Inclusive + EXC,Germany,2626,2,100.0,4,2138,8341.76,170.68,4.5
45244,2020-05-31,2020-02-08,113,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2626,1,100.0,1,2138,2889.92,181.24,4.5
45245,2020-05-31,2020-03-04,88,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Canada,2626,1,100.0,1,2138,2948.8,188.6,4.6
45246,2020-05-31,2020-05-01,30,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board + EXC,Spain,2626,2,100.0,4,2138,8013.76,160.43,4.5
45247,2020-05-31,2020-03-29,63,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive + EXC,Germany,2626,1,100.0,3,2138,5429.76,166.24,4.5
45248,2020-05-31,2020-03-20,72,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,USA,2626,2,100.0,4,2138,7828.16,154.63,4.5
45249,2020-05-31,2020-01-12,140,8,MSC World Europa,MSC Cruceros,Mediterranean,Suite,Web,All Inclusive + EXC,Germany,2626,1,100.0,2,2138,4061.44,163.84,4.3
45250,2020-05-31,2020-04-16,45,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2626,1,100.0,2,2138,4186.08,171.63,4.6
45251,2020-05-31,2020-02-24,97,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive + EXC,Spain,2626,1,100.0,2,2138,4176.16,171.01,4.6
45252,2020-05-31,2020-02-15,106,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,Germany,2626,1,100.0,2,2138,3980.48,158.78,4.7
45253,2020-05-31,2020-02-22,99,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Mexico,2626,1,100.0,1,2138,2661.6,152.7,4.7
45254,2020-05-31,2020-02-23,98,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,USA,2626,1,100.0,1,2138,2839.44,174.93,4.4
45255,2020-05-31,2020-03-04,88,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive + EXC,USA,2626,1,100.0,1,2138,2617.68,147.21,4.5
45256,2020-05-31,2020-04-14,47,6,Icon of the Seas,Royal Caribbean,Caribbean,Suite,B2B,Full Board,Germany,2805,1,84.72,1,2350,2116.62,172.77,5.0
45257,2020-05-31,2020-02-09,112,6,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,All Inclusive,USA,2805,2,84.72,2,2350,4564.8,200.4,4.9
